"id","status_group"
"23370","functional needs repair"
"38121","functional needs repair"
"71352","functional"
"26630","functional needs repair"
"72503","functional needs repair"
"36667","non functional"
"13838","non functional"
"73762","functional"
"56917","functional needs repair"
"64901","functional"
"11878","non functional"
"11761","functional"
"22410","functional"
"29102","functional"
"36539","functional"
"9758","non functional"
"28981","non functional"
"56273","functional needs repair"
"35854","non functional"
"38840","non functional"
"32235","functional"
"36097","non functional"
"54661","non functional"
"61700","functional needs repair"
"71556","non functional"
"9296","non functional"
"26823","functional needs repair"
"45401","non functional"
"862","non functional"
"12857","non functional"
"60984","functional"
"68476","functional"
"18299","non functional"
"48846","non functional"
"6446","non functional"
"63522","functional needs repair"
"66298","functional needs repair"
"39348","functional"
"25325","non functional"
"38166","non functional"
"10753","functional needs repair"
"6496","non functional"
"66416","functional"
"47968","functional"
"30436","non functional"
"53608","functional"
"66036","non functional"
"46595","non functional"
"18890","non functional"
"1978","non functional"
"10656","functional"
"69297","non functional"
"43482","non functional"
"43158","functional"
"18733","functional"
"27893","functional"
"72342","functional"
"37520","non functional"
"11453","functional needs repair"
"39911","functional needs repair"
"51620","functional"
"18133","functional needs repair"
"4572","non functional"
"55691","functional"
"42966","functional"
"66569","functional needs repair"
"7200","non functional"
"53136","functional"
"25723","non functional"
"66123","functional"
"7672","functional needs repair"
"37943","non functional"
"2142","functional needs repair"
"66405","functional"
"13101","functional"
"73963","functional needs repair"
"26444","non functional"
"19007","non functional"
"71761","functional needs repair"
"1467","non functional"
"35518","non functional"
"32922","functional needs repair"
"43852","functional needs repair"
"29438","functional"
"56706","functional"
"39407","functional needs repair"
"58835","functional"
"43397","functional needs repair"
"9994","non functional"
"7622","non functional"
"34194","non functional"
"13045","functional needs repair"
"32959","functional"
"50876","functional"
"31094","functional"
"37473","functional"
"61430","functional needs repair"
"47922","functional needs repair"
"52355","functional"
"65517","functional needs repair"
"42861","non functional"
"59615","functional needs repair"
"28406","functional needs repair"
"3716","functional needs repair"
"219","functional"
"2079","functional"
"3612","functional"
"50670","functional needs repair"
"33118","functional needs repair"
"25722","functional"
"56582","functional"
"7760","functional"
"39295","functional needs repair"
"68787","functional needs repair"
"64264","non functional"
"35160","functional"
"49452","functional needs repair"
"53668","functional"
"67380","functional needs repair"
"45974","functional needs repair"
"11062","non functional"
"27946","functional needs repair"
"50414","functional"
"38773","non functional"
"39624","functional"
"72477","non functional"
"61146","non functional"
"22496","functional needs repair"
"39554","functional"
"23463","non functional"
"26384","non functional"
"42071","functional needs repair"
"38972","functional needs repair"
"44617","non functional"
"32282","functional"
"8586","non functional"
"36903","functional"
"55556","functional needs repair"
"21436","functional needs repair"
"17030","functional needs repair"
"51806","non functional"
"44903","functional"
"1957","non functional"
"20102","non functional"
"39391","functional needs repair"
"10871","functional needs repair"
"67815","non functional"
"19183","non functional"
"17711","functional"
"59743","functional"
"11844","functional"
"40062","non functional"
"40682","functional"
"71690","functional"
"22833","functional needs repair"
"16908","non functional"
"43496","non functional"
"62050","non functional"
"65634","non functional"
"6309","non functional"
"38784","functional needs repair"
"38329","functional"
"69029","functional needs repair"
"25515","non functional"
"30870","non functional"
"34228","functional"
"42698","functional"
"31674","functional needs repair"
"2848","functional"
"52616","functional"
"28760","non functional"
"1188","functional needs repair"
"13957","functional"
"20847","functional needs repair"
"39895","functional needs repair"
"44133","functional"
"47704","functional"
"68173","functional needs repair"
"40526","functional needs repair"
"26285","non functional"
"67502","non functional"
"57809","functional"
"3915","functional"
"69110","functional needs repair"
"21675","functional"
"16738","functional"
"13627","functional"
"13404","functional"
"16649","functional"
"8572","functional"
"71169","functional needs repair"
"71519","functional"
"72287","functional needs repair"
"19168","functional"
"25981","functional"
"33996","non functional"
"69749","functional"
"53037","non functional"
"49611","functional"
"52353","non functional"
"71599","functional needs repair"
"29631","functional"
"54016","functional"
"71623","non functional"
"67739","functional"
"30275","non functional"
"29073","functional"
"59974","functional"
"47612","functional needs repair"
"15654","non functional"
"12002","functional"
"10489","non functional"
"49293","non functional"
"23467","functional needs repair"
"6668","functional needs repair"
"6876","functional needs repair"
"11289","non functional"
"30283","non functional"
"55091","functional needs repair"
"26166","functional"
"3449","functional needs repair"
"7498","functional"
"62730","functional needs repair"
"68654","functional"
"5300","functional"
"22742","functional"
"2653","functional needs repair"
"71210","functional needs repair"
"24301","non functional"
"51174","functional"
"57324","functional"
"47760","functional needs repair"
"34478","functional"
"44012","functional"
"50314","functional"
"24528","non functional"
"57041","functional needs repair"
"6407","non functional"
"42635","functional"
"73702","functional needs repair"
"67087","functional"
"7398","non functional"
"20430","functional needs repair"
"60819","non functional"
"59586","functional needs repair"
"49192","functional"
"39902","non functional"
"52301","non functional"
"50482","functional needs repair"
"36023","non functional"
"42509","non functional"
"42398","non functional"
"56132","functional needs repair"
"37018","non functional"
"33205","non functional"
"57405","functional"
"66229","functional"
"22953","non functional"
"67348","functional"
"10496","functional needs repair"
